country,country_code,year, tourism_receipts ,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures, gdp ,inflation,unemployment
Ecuador,ECU,2020," $705,000,000 ",,3.151071208,,2.681906303," $95,865,472,000.00 ",-0.338872393,6.127
"Egypt, Arab Rep.",EGY,2020," $4,874,000,000 ",,12.15409608,,3.556725495," $383,817,841,547.10 ",5.04493289,7.974
Euro area,EMU,2020,,,,,," $13,266,857,904,728.00 ",0.18693814,7.832522653
Eritrea,ERI,2020,,,,,,,,
Spain,ESP,2020,,36410000,,6236000,," $1,289,783,836,971.21 ",-0.322753017,15.532
Estonia,EST,2020," $865,000,000 ",1695000,3.981767751,558000,3.053251746," $31,820,771,493.90 ",-0.444531098,6.956
Ethiopia,ETH,2020," $2,282,000,000 ",518000,29.58027261,,1.878311911," $107,657,734,392.45 ",20.35634686,
European Union,EUU,2020,,,,,," $15,504,700,009,593.00 ",0.476498853,7.050045424
Fragile and conflict affected situations,FCS,2020,,,,,," $1,675,406,927,630.40 ",2.815342927,
Finland,FIN,2020," $1,757,000,000 ",896000,1.794806607,2690000,1.998681535," $270,000,311,606.23 ",0.290554556,7.759
Fiji,FJI,2020," $236,000,000 ",168000,19.18408452,,3.894222324," $4,432,466,237.10 ",-2.595243259,
France,FRA,2020," $35,958,000,000 ",117109000,4.804041887,21287000,3.926792819," $2,647,926,055,110.05 ",0.476498853,8.01
Faroe Islands,FRO,2020,,,,,," $3,271,813,311.58 ",,
"Micronesia, Fed. Sts.",FSM,2020,,,,,," $372,000,000.00 ",0.554594631,
Gabon,GAB,2020,,,,,," $15,342,236,163.99 ",1.352761107,
United Kingdom,GBR,2020,,11101000,,23827000,," $2,696,778,386,607.65 ",0.989486704,4.518
Georgia,GEO,2020," $586,000,000 ",1513000,9.887580713,,3.256229415," $16,010,869,215.68 ",5.20246489,11.734
Ghana,GHA,2020," $191,000,000 ",,0.865150905,,3.85408716," $70,043,099,675.68 ",9.887289563,
Gibraltar,GIB,2020,,,,,,,,
Guinea,GIN,2020," $1,290,000 ",,0.014339642,,17.02856217," $14,088,693,742.95 ",10.60162034,
"Gambia, The",GMB,2020," $53,000,000 ",246000,30.16818575,,0.752554888," $1,812,170,891.19 ",5.931276366,
Guinea-Bissau,GNB,2020,,,,,," $1,646,400,349.85 ",1.140009394,
Equatorial Guinea,GNQ,2020,,,,,," $9,893,816,007.74 ",4.766695239,
Greece,GRC,2020," $6,193,000,000 ",7406000,10.4927849,2324000,2.090349559," $191,362,985,554.86 ",-1.247983556,15.899
Grenada,GRD,2020,,217000,,,2.202930941," $1,043,411,111.11 ",-0.740732597,13.464
Greenland,GRL,2020,,,,,," $3,082,884,653.25 ",,
Guatemala,GTM,2020," $298,500,000 ",594000,2.347994832,507799.9878,1.795821447," $77,719,464,220.73 ",3.214440622,
Guam,GUM,2020,,328000,,,," $5,916,000,000.00 ",,
Guyana,GUY,2020,,86400.00153,,,," $5,471,256,594.72 ",0.993337023,
High income,HIC,2020,,,,,," $55,946,257,620,086.90 ",0.598986331,6.481998899
"Hong Kong SAR, China",HKG,2020,,3569000,,8261000,," $344,943,149,590.06 ",0.250962021,5.808
Honduras,HND,2020," $189,000,000 ",669000,3.014921904,,2.313910042," $23,352,232,483.76 ",3.46841178,10.983
Heavily indebted poor countries (HIPC),HPC,2020,,,,,," $813,139,899,187.28 ",3.476173727,
Croatia,HRV,2020," $5,631,853,027 ",21608000,23.41401533,678000,2.819990741," $57,963,370,885.08 ",0.154811375,7.507
Haiti,HTI,2020,,,,,," $14,508,222,518.30 ",22.79631136,
Hungary,HUN,2020," $4,224,000,000 ",31641000,3.403674366,12727000,1.10182025," $157,288,955,508.18 ",3.326743858,4.25
IBRD only,IBD,2020,,,,,," $30,114,868,724,300.20 ",2.404146667,6.971295238
IDA & IBRD total,IBT,2020,,,,,," $32,566,020,356,731.50 ",2.829001615,6.725937811
IDA total,IDA,2020,,,,,," $2,450,267,402,830.47 ",3.476173727,
IDA blend,IDB,2020,,,,,," $1,024,076,691,136.99 ",1.795371471,
Indonesia,IDN,2020," $3,533,000,000 ",4053000,1.980183687,2918000,1.238490815," $1,059,054,842,711.55 ",1.920968006,4.255
IDA only,IDX,2020,,,,,," $1,426,190,711,693.48 ",3.681813416,
Isle of Man,IMN,2020,,,,,," $6,684,225,641.03 ",,
India,IND,2020," $13,413,000,000 ",,2.767332228,,3.199989954," $2,674,851,578,587.27 ",6.623436776,7.859
Not classified,INX,2020,,,,,,,,
Ireland,IRL,2020," $4,160,000,000 ",,0.681305611,2326000,0.450447527," $436,555,518,400.45 ",-0.326183651,5.623
"Iran, Islamic Rep.",IRN,2020,,1550000,,1550000,," $262,186,179,355.94 ",30.59413904,9.687
Iraq,IRQ,2020," $955,000,000 ",,1.884896943,,7.604174641," $180,898,797,516.87 ",0.574162679,
Iceland,ISL,2020,,488000,,130000,," $21,629,953,194.07 ",2.847924015,5.478
Israel,ISR,2020," $2,661,000,000 ",,2.34064113,,2.244911019," $411,728,563,086.63 ",-0.614412358,4.169
Italy,ITA,2020," $20,459,000,000 ",38419000,3.653705219,21448000,2.642228064," $1,907,481,094,079.23 ",-0.137707574,9.164
Jamaica,JAM,2020,,1329699.951,,,4.921152315," $13,812,421,803.41 ",5.226777793,6.501
Jordan,JOR,2020," $1,745,000,000 ",1240000,16.70757198,406000,2.214488602," $43,700,383,098.59 ",0.333294351,19.213
Japan,JPN,2020," $11,395,000,000 ",4115799.805,1.434612617,3174000,0.840640298," $5,055,587,093,501.59 ",-0.024995834,2.809
Kazakhstan,KAZ,2020," $589,000,000 ",2035000,1.195372322,2865000,1.851543482," $171,082,365,861.42 ",6.718154549,4.89
Kenya,KEN,2020,,,,,," $100,657,505,750.55 ",5.405162079,
Kyrgyz Republic,KGZ,2020," $195,000,000 ",,8.006839785,,4.566943033," $8,270,468,614.24 ",6.325422963,4.63
Cambodia,KHM,2020," $1,119,000,000 ",1306000,5.373948705,326000,0.922451013," $34,818,073,901.49 ",2.940295143,0.172
Kiribati,KIR,2020,,,,,," $223,123,620.60 ",2.553245544,10.971
St. Kitts and Nevis,KNA,2020,,301399.9939,,,4.183488915," $883,922,222.22 ",-1.167245018,
"Korea, Rep.",KOR,2020," $11,776,000,000 ",2519000,1.93842026,4276000,3.084548765," $1,644,312,831,906.17 ",0.537288023,3.931
Kuwait,KWT,2020," $524,000,000 ",2161000,1.105102631,,15.21291968," $111,045,470,461.21 ",2.101729548,
Latin America & Caribbean (excluding high income),LAC,2020,,,,,," $4,047,055,896,231.79 ",2.002412058,10.5659202
Lao PDR,LAO,2020," $227,000,000 ",886400.0244,3.513118332,707000,4.470518678," $18,981,805,250.24 ",5.10407263,
Lebanon,LBN,2020," $2,369,000,000 ",,27.00259584,,11.17348348," $31,712,128,253.80 ",84.86433305,
Liberia,LBR,2020,,,,,," $3,176,126,300.00 ",16.95572415,
Libya,LBY,2020,,,,,," $46,854,285,440.64 ",1.44703657,
St. Lucia,LCA,2020,,432500,,,3.918643556," $1,499,296,296.30 ",-1.755808335,25.225
Latin America & Caribbean,LCN,2020,,,,,," $4,805,510,770,575.42 ",0.993337023,10.50213474
Least developed countries: UN classification,LDC,2020,,,,,," $1,172,746,068,478.78 ",4.464144372,
Low income,LIC,2020,,,,,," $442,702,142,538.41 ",4.464144372,
Liechtenstein,LIE,2020,,58400.00153,,,," $6,405,870,210.32 ",,
Sri Lanka,LKA,2020," $1,076,000,000 ",540000,8.224539295,305000,4.39486201," $84,304,298,770.53 ",6.153945084,5.365
Lower middle income,LMC,2020,,,,,," $6,102,312,002,456.38 ",4.871673986,
Low & middle income,LMY,2020,,,,,," $29,521,428,086,822.80 ",2.963549921,6.779291167
Lesotho,LSO,2020,,,,,13.94876398," $2,053,699,870.07 ",4.978096763,
Late-demographic dividend,LTE,2020,,,,,," $22,553,187,301,005.70 ",1.936941267,6.22980445
Lithuania,LTU,2020,,2284000,,1643000,," $57,412,038,533.27 ",1.19989445,8.487
Luxembourg,LUX,2020," $4,454,000,000 ",525000,2.964786014,1460000,2.019451194," $73,699,366,700.21 ",0.819957302,6.766
Latvia,LVA,2020,,3204000,,690000,," $33,379,927,434.61 ",0.219064905,8.098
"Macao SAR, China",MAC,2020," $9,442,000,000 ",5897000,60.61063232,125000,5.823451487," $25,343,525,935.84 ",0.811410511,2.566
St. Martin (French part),MAF,2020,,,,,,,,
Morocco,MAR,2020," $4,514,000,000 ",2802000,12.02279193,646000,3.255082922," $121,353,645,057.14 ",0.705968661,
Monaco,MCO,2020,,159000,,,," $6,730,736,282.79 ",,
Moldova,MDA,2020," $354,000,000 ",29000,10.986044,75000,5.119609626," $11,530,746,234.45 ",3.765971222,1.186
Madagascar,MDG,2020," $202,000,000 ",87099.99847,7.801550669,,2.608782897," $13,051,441,203.95 ",4.201793122,
Maldives,MDV,2020," $1,409,000,000 ",555000,78.86900761,,4.329350611," $3,712,604,583.37 ",-1.369774256,
Middle East & North Africa,MEA,2020,,,,,," $3,207,935,509,914.13 ",0.705968661,
Mexico,MEX,2020," $11,449,000,000 ",51128000,2.56785088,36056000,1.010497408," $1,121,064,767,261.88 ",3.396834156,4.441
Marshall Islands,MHL,2020,,,,,," $241,800,000.00 ",,
Middle income,MIC,2020,,,,,," $29,078,432,184,056.70 ",2.656646433,6.879509331
North Macedonia,MKD,2020," $253,000,000 ",118000,3.51868356,,1.744042818," $12,361,036,913.84 ",1.200073489,16.575
Mali,MLI,2020,,,,,," $17,465,392,764.37 ",0.43808894,3.528
Malta,MLT,2020,,718000,,218000,," $16,385,919,535.67 ",0.638544957,4.357
Myanmar,MMR,2020,,903000,,,," $79,006,113,643.19 ",,1.476
Middle East & North Africa (excluding high income),MNA,2020,,,,,," $1,328,872,852,321.83 ",1.777407838,
Montenegro,MNE,2020," $180,000,000 ",351000,14.42981702,,1.302930237," $4,769,996,866.01 ",-0.2556557,17.878
Mongolia,MNG,2020," $49,000,000 ",66900.00153,0.640892939,,7.806263416," $13,312,981,429.09 ",3.796040261,6.413
Northern Mariana Islands,MNP,2020,,,,,," $866,000,000.00 ",,
Mozambique,MOZ,2020," $113,000,000 ",,2.510377932,,1.090526353," $14,235,420,174.19 ",3.483935675,
Mauritania,MRT,2020," $6,400,000 ",,0.229888482,,0.952461312," $8,260,752,385.23 ",2.385694885,
Mauritius,MUS,2020," $518,000,000 ",316000,16.77224632,65000,4.289496664," $11,408,106,446.31 ",2.580800772,8.627
Malawi,MWI,2020," $35,000,000 ",,2.675163417,,3.527672262," $11,769,313,597.85 ",8.625514697,0.907
Malaysia,MYS,2020," $3,386,000,000 ",4333000,1.626188697,,2.78972356," $337,456,163,961.21 ",-1.138702154,4.54
North America,NAC,2020,,,,,," $23,016,676,877,000.20 ",0.975292014,8.231047207
Namibia,NAM,2020," $155,000,000 ",187100.0061,3.991636296,,1.5760414," $10,583,748,541.53 ",2.209382369,
New Caledonia,NCL,2020,,31000,,48000,," $9,454,629,467.91 ",,13.558
Niger,NER,2020,,85000,,,," $13,744,653,103.06 ",2.89819376,
Nigeria,NGA,2020," $321,000,000 ",,0.803762406,,9.162015789," $432,198,898,467.80 ",13.24602343,
Nicaragua,NIC,2020,,474000,,325000,1.71385365," $12,681,569,254.28 ",3.681813416,
Netherlands,NLD,2020," $10,926,200,195 ",7265000,1.441529488,,1.122865511," $932,560,861,701.17 ",1.272460378,3.82
Norway,NOR,2020," $2,196,000,000 ",1397000,1.856074817,1690000,3.476834084," $367,633,418,886.63 ",1.286584907,4.424
Nepal,NPL,2020," $238,000,000 ",230000,13.43620368,,2.496626337," $33,433,659,301.25 ",5.052366553,
Nauru,NRU,2020,,,,,," $124,530,027.30 ",,
New Zealand,NZL,2020,,996000,,511000,," $212,697,530,897.56 ",1.7145617,4.595
OECD members,OED,2020,,,,,," $53,000,805,354,035.60 ",0.732851645,7.150254574
Oman,OMN,2020," $669,000,000 ",869000,1.874403591,1657000,3.653875651," $75,909,492,847.85 ",-0.406402919,2.94
Other small states,OSS,2020,,,,,," $181,482,110,538.09 ",0.638544957,
Pakistan,PAK,2020," $765,000,000 ",,2.798807452,,2.389729622," $300,425,609,817.98 ",9.739993139,
Panama,PAN,2020," $1,841,000,000 ",647000,9.300431855,401000,3.410112174," $57,059,846,500.00 ",-1.550275408,18.548
Peru,PER,2020," $1,002,000,000 ",1119000,2.199701961,791000,2.215902996," $201,409,694,755.93 ",2.002412058,7.179
Philippines,PHL,2020," $2,769,000,000 ",1483000,3.45979195,1483000,4.874797199," $361,751,145,451.60 ",2.393162393,2.522
Palau,PLW,2020,,18399.99962,,,," $258,990,843.75 ",0.218181818,0.765
Papua New Guinea,PNG,2020,,39000,,,," $23,848,447,849.75 ",4.871673986,
Poland,POL,2020," $8,379,000,000 ",,2.626868105,,1.947101462," $605,914,237,903.74 ",3.374469726,3.155
Pre-demographic dividend,PRE,2020,,,,,," $1,311,363,780,282.47 ",3.398629285,
Puerto Rico,PRI,2020," $2,921,000,000 ",3882000,,,," $103,130,900,000.00 ",,
"Korea, Dem. People's Rep.",PRK,2020,,,,,,,,
Portugal,PRT,2020," $10,522,000,000 ",4208000,12.36021862,680000,3.950188996," $229,618,773,422.58 ",-0.01243833,6.801
Paraguay,PRY,2020," $104,000,000 ",1077000,0.842867467,214000,2.057982576," $35,432,178,068.18 ",1.767515924,7.548
West Bank and Gaza,PSE,2020,,93000,,,7.030144384," $15,531,700,000.00 ",-0.735332001,25.895
Pacific island small states,PSS,2020,,,,,," $9,516,738,321.21 ",0.386388225,
Post-demographic dividend,PST,2020,,,,,," $50,140,842,033,868.00 ",0.632267332,6.764135637
French Polynesia,PYF,2020,,89400.00153,,12000,," $5,792,545,870.81 ",,
Qatar,QAT,2020," $14,318,000,000 ",582000,20.18517644,,19.47699249," $144,411,363,345.27 ",-2.54031503,0.14
Romania,ROU,2020," $1,611,000,000 ",5023000,1.731805381,9510000,3.34170754," $252,033,792,712.15 ",2.631073112,5.035
Russian Federation,RUS,2020," $4,961,000,000 ",6359000,1.300427545,12361000,3.542879802," $1,493,075,894,362.14 ",3.381659372,5.62
Rwanda,RWA,2020," $212,000,000 ",,10.99036728,,3.549901238," $10,174,387,374.35 ",9.850399023,11.829
South Asia,SAS,2020,,,,,," $3,493,120,726,808.90 ",5.691074747,7.882372629
Saudi Arabia,SAU,2020," $5,960,000,000 ",,3.259538243,,4.977942377," $734,271,200,000.00 ",3.44545826,7.66
Sudan,SDN,2020,,,,,," $27,034,593,750.00 ",163.2577824,
Senegal,SEN,2020,,,,,," $24,530,513,037.75 ",2.543146857,
Singapore,SGP,2020,,2742000,,1543000,," $349,488,382,610.66 ",-0.181916667,4.1
Solomon Islands,SLB,2020," $7,000,000 ",4400.000095,1.632334661,,5.556751674," $1,536,145,814.17 ",2.963549921,
Sierra Leone,SLE,2020,,,,,," $6,688,594,757.62 ",13.44687111,
El Salvador,SLV,2020," $755,000,000 ",707000,12.34296144,515000,1.550626512," $24,921,190,000.00 ",-0.371590212,5.008
San Marino,SMR,2020,,,,,," $1,544,714,493.24 ",,7.23
Somalia,SOM,2020,,,,,," $8,628,393,720.00 ",,
Serbia,SRB,2020," $1,422,000,000 ",446000,5.576538564,,3.906959334," $55,874,017,669.00 ",1.575532901,9.011
Sub-Saharan Africa (excluding high income),SSA,2020,,,,,," $1,721,810,881,901.34 ",3.842864398,
South Sudan,SSD,2020,,,,,11.04751137,,29.67584355,
Sub-Saharan Africa,SSF,2020,,,,,," $1,723,193,433,652.91 ",3.483935675,
Small states,SST,2020,,,,,," $222,762,059,252.07 ",0.495499215,
Sao Tome and Principe,STP,2020,,,,,," $471,229,484.61 ",9.819327915,
Suriname,SUR,2020," $19,000,000 ",,0.776653253,,3.46872535," $2,911,807,496.20 ",34.88978431,
Slovak Republic,SVK,2020," $1,303,000,000 ",,1.432279782,,1.436548251," $107,732,602,896.44 ",1.936941267,6.719
Slovenia,SVN,2020," $1,418,000,000 ",1216000,3.38780097,1892000,2.312918676," $53,384,760,135.16 ",-0.054856816,4.971
Sweden,SWE,2020,,1957000,,6081000,," $545,147,614,972.14 ",0.497367319,8.291
Eswatini,SWZ,2020," $7,300,000 ",345299.9878,0.403800955,488000,2.158707357," $4,105,756,862.55 ",,
Sint Maarten (Dutch part),SXM,2020," $243,000,000 ",,46.10619958,,2.760164399," $1,236,428,100.56 ",,
Seychelles,SYC,2020," $228,000,000 ",124500,18.39116646,19000,2.927560481," $1,382,551,751.57 ",1.20266464,4.311
Syrian Arab Republic,SYR,2020,,,,,," $12,047,752,036.09 ",,
Turks and Caicos Islands,TCA,2020,,370399.9939,,,," $774,653,669.32 ",,
Chad,TCD,2020,,10399.99962,,5500,," $10,715,396,042.33 ",4.464144372,
East Asia & Pacific (IDA & IBRD countries),TEA,2020,,,,,," $17,474,730,731,538.40 ",2.393162393,4.827543689
Europe & Central Asia (IDA & IBRD countries),TEC,2020,,,3.35912952,,2.753884973," $3,916,846,154,218.45 ",2.732492094,7.099237576
Togo,TGO,2020,,482000,,,," $7,400,284,167.78 ",1.699284633,
Thailand,THA,2020," $15,360,000,000 ",,5.953924893,,1.586306603," $500,461,898,480.25 ",-0.845937147,1.099
Tajikistan,TJK,2020," $102,400,002 ",,7.266729326,,0.345547982," $8,133,963,550.66 ",,
Turkmenistan,TKM,2020,,,,,," $45,818,000,000.00 ",,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,,,,,," $4,561,922,258,737.73 ",1.380426473,10.50213474
Timor-Leste,TLS,2020,,,,,4.1123785," $2,162,619,200.00 ",0.495499215,
Middle East & North Africa (IDA & IBRD countries),TMN,2020,,,,,," $1,313,341,152,321.83 ",2.096269389,
Tonga,TON,2020," $47,700,001 ",,47.80537369,,12.07259426," $496,856,295.77 ",-0.349737697,
South Asia (IDA & IBRD),TSA,2020,,,,,," $3,493,120,726,808.90 ",5.691074747,7.882372629
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,,,,,," $1,723,193,433,652.91 ",3.483935675,
Trinidad and Tobago,TTO,2020," $151,000,000 ",141000,2.344823056,,0.619054687," $20,807,716,174.05 ",0.598986331,4.206
Tunisia,TUN,2020," $1,007,000,000 ",2012000,8.961602223,739000,2.786667408," $42,491,780,918.36 ",5.634151159,
Turkiye,TUR,2020," $13,771,000,000 ",15971000,6.636018871,2243000,0.711955554," $720,338,490,327.25 ",12.27895745,13.148
Tuvalu,TUV,2020,,,,,," $51,746,594.31 ",,
Tanzania,TZA,2020,,,,,," $66,068,737,786.06 ",3.290290628,2.781
Uganda,UGA,2020," $518,000,000 ",473000,9.214384368,,2.625221291," $37,600,368,241.67 ",3.313322895,
Ukraine,UKR,2020," $687,000,000 ",3382000,1.131665212,11251000,7.645240548," $156,617,722,013.34 ",2.732492094,9.475
Upper middle income,UMC,2020,,,,,," $22,976,120,181,600.30 ",1.890359168,7.005384419
Uruguay,URY,2020," $1,085,000,000 ",,7.734266128,,3.552200663," $53,668,636,567.87 ",9.756406361,10.413
United States,USA,2020," $84,205,000,000 ",45037000,3.89811795,60549898.44,1.735600367," $21,354,105,000,000.00 ",1.233584396,8.055
Uzbekistan,UZB,2020," $395,000,000 ",,2.717307826,,4.691213855," $66,443,265,418.31 ",12.86772974,5.293
St. Vincent and the Grenadines,VCT,2020," $85,000,000 ",,46.03881513,,3.466334393," $869,111,111.11 ",-0.628131309,
"Venezuela, RB",VEN,2020,,,,,,,,7.53
British Virgin Islands,VGB,2020,,83000,,,,,,
Virgin Islands (U.S.),VIR,2020," $686,000,000 ",8612000,,,," $4,229,000,000.00 ",,
Viet Nam,VNM,2020," $3,232,000,000 ",3837000,1.113603396,,1.615963945," $346,615,738,537.80 ",3.220934367,2.103
Vanuatu,VUT,2020," $67,000,000 ",82400.00153,50.39752002,9399.999619,5.018554762," $909,421,043.51 ",5.329350731,4.046
World,WLD,2020,,,,,," $85,763,013,427,792.90 ",1.905663587,6.710846344
Samoa,WSM,2020," $23,059,999 ",23899.99962,19.79074118,18500,0.477719014," $868,898,358.27 ",-1.568912477,
Kosovo,XKX,2020,,,,,," $7,717,145,217.81 ",0.198227923,25.459
"Yemen, Rep.",YEM,2020,,,,,,,,
South Africa,ZAF,2020," $2,716,000,000 ",3886600.098,2.885459601,,2.01649924," $337,974,655,408.06 ",3.210035975,29.217
Zambia,ZMB,2020,,502000,,,8.080194353," $18,137,764,930.65 ",15.73306047,6.033
Zimbabwe,ZWE,2020," $66,000,000 ",639000,1.25396727,,2.860108725," $26,867,936,444.68 ",557.2018174,
Aruba,ABW,2021,,,,,," $2,929,446,578.25 ",,
Africa Eastern and Southern,AFE,2021,,,,,," $1,085,745,178,850.97 ",7.240977656,
Afghanistan,AFG,2021,,,,,," $14,259,995,441.08 ",,5.679
Africa Western and Central,AFW,2021,,,,,," $849,312,422,223.21 ",3.74570045,
Angola,AGO,2021,,,,,," $66,505,129,987.72 ",25.75429488,15.799
Albania,ALB,2021,,,,,," $18,032,010,563.76 ",2.041471631,
Andorra,AND,2021,,,,,," $3,324,647,529.38 ",,
Arab World,ARB,2021,,,,,," $2,969,239,218,342.03 ",2.965810083,
United Arab Emirates,ARE,2021,,,,,," $415,178,792,769.88 ",0.179935336,3.105
Argentina,ARG,2021,,,,,," $486,564,085,480.04 ",,8.736
Armenia,ARM,2021,,,,,," $13,878,908,628.94 ",7.184836294,8.418
American Samoa,ASM,2021,,,,,," $750,000,000.00 ",,
Antigua and Barbuda,ATG,2021,,,,,," $1,601,366,666.67 ",2.062996385,
Australia,AUS,2021,,,,,," $1,556,735,770,437.26 ",2.863910422,5.116
Austria,AUT,2021,,,,,," $480,467,037,338.78 ",2.766666667,6.459
Azerbaijan,AZE,2021,,,,,," $54,825,411,764.71 ",6.650299127,6.04
Burundi,BDI,2021,,,,,," $2,775,798,697.46 ",8.404538451,
Belgium,BEL,2021,,,,,," $598,494,036,474.41 ",2.440248511,6.248
Benin,BEN,2021,,,,,," $17,690,083,519.93 ",1.733539627,
Burkina Faso,BFA,2021,,,,,," $19,697,516,284.38 ",3.653532872,
Bangladesh,BGD,2021,,,,,," $416,271,647,911.01 ",5.545654308,
Bulgaria,BGR,2021,,,,,," $84,417,951,260.81 ",3.297744353,5.267
Bahrain,BHR,2021,,,,,," $40,840,212,765.96 ",-0.606319385,
"Bahamas, The",BHS,2021,,,,,," $11,368,900,000.00 ",2.904912629,
Bosnia and Herzegovina,BIH,2021,,,,,," $23,672,712,242.21 ",1.981639006,14.897
Belarus,BLR,2021,,,,,," $69,673,747,131.87 ",9.460283896,3.9
Belize,BLZ,2021,,,,,," $2,420,550,000.00 ",3.235636592,
Bermuda,BMU,2021,,,,,," $7,286,607,000.00 ",,
Bolivia,BOL,2021,,,,,," $40,406,111,695.18 ",0.737383721,5.089
Brazil,BRA,2021,,,,,," $1,670,647,399,034.67 ",8.301659756,13.159
Barbados,BRB,2021,,,,,," $5,275,242,050.00 ",,
Brunei Darussalam,BRN,2021,,,,,," $14,006,496,614.32 ",1.733413885,4.905
Bhutan,BTN,2021,,,,,," $2,768,802,959.61 ",7.346814405,4.804
Botswana,BWA,2021,,,,,," $18,750,946,600.14 ",7.240977656,23.106
Central African Republic,CAF,2021,,,,,," $2,516,498,412.46 ",4.259364175,
Canada,CAN,2021,,,,,," $2,007,472,181,464.15 ",3.395193185,7.527
Central Europe and the Baltics,CEB,2021,,,,,," $1,926,804,401,016.02 ",3.839844915,4.459282892
